,Brand,Price,History,Owner,Kilometers,Fuel_Type,Last_service,Transmission,Registration,Insurance,Year of Manufacturing
255,2016 Maruti Alto K10 VXI MANUAL,"₹ 2,69,000",Non-Accidental,1st Owner,"39,756 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
256,2010 Honda City S MT PETROL MANUAL,"₹ 3,52,599",Non-Accidental,1st Owner,"47,405 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
257,2019 Renault Kwid RXL MANUAL,"₹ 3,02,199",Non-Accidental,1st Owner,"13,953 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Mar 2022
Third_party",-
258,2018 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹ 6,25,099",Non-Accidental,2nd Owner,"9,483 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Mar 2022
Zero_Dep",March 2018,-
259,2016 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"₹ 4,91,999",Non-Accidental,1st Owner,"44,579 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
260,2014 Maruti Alto 800 VXI MANUAL,"₹ 2,49,599",Non-Accidental,1st Owner,"37,134 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
261,2016 Maruti Alto 800 LXI MANUAL,"₹ 2,52,199",Non-Accidental,1st Owner,"36,928 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Jul 2022
Third_party",-
262,2018 Maruti Wagon R 1.0 VXI AMT AUTOMATIC,"₹ 3,85,699",Non-Accidental,2nd Owner,"25,823 km",Petrol,Petrol,AUTOMATIC,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
263,2013 Hyundai Verna FLUIDIC 1.6 SX CRDI OPT MANUAL,"₹ 4,92,099",Non-Accidental,1st Owner,"53,143 km",Diesel,Diesel,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
264,2019 Maruti Alto LXI MANUAL,"₹ 3,15,999",Non-Accidental,1st Owner,"1,370 km",Petrol,Petrol,MANUAL,HR-49-x-xxxx,"Valid upto Jun 2022
Third_party",-
265,2010 Hyundai Santro Xing GL PLUS MANUAL,"₹ 1,30,893",Non-Accidental,2nd Owner,"51,217 km",Petrol,Petrol,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
266,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"₹ 5,15,499",Non-Accidental,1st Owner,"25,595 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2017,-
267,2019 Renault Kwid RXL MANUAL,"₹ 3,18,599",Non-Accidental,1st Owner,"29,104 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Apr 2022
Third_party",-
268,2014 Maruti Celerio VXI MANUAL,"₹ 2,73,599",Non-Accidental,1st Owner,"43,574 km",Petrol,Petrol,MANUAL,HR-29-x-xxxx,"Valid upto Sep 2022
3rd Party",-
269,2017 Maruti Celerio ZXI AMT AUTOMATIC,"₹ 4,16,499",Non-Accidental,1st Owner,"29,993 km",Petrol,Petrol,AUTOMATIC,DL-2C-x-xxxx,"Valid upto May 2022
Zero_Dep",-
270,2017 Hyundai Grand i10 SPORTZ O 1.2 MANUAL,"₹ 4,10,799",Non-Accidental,1st Owner,"30,373 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
271,2015 Ford New Figo 1.2 TREND MANUAL,"₹ 3,54,599",Non-Accidental,1st Owner,"33,730 km",Petrol,Petrol,MANUAL,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",-
272,2018 Maruti Alto 800 LXI MANUAL,"₹ 2,90,000",Non-Accidental,1st Owner,"11,373 km",Petrol,Petrol,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
273,2011 Maruti Alto K10 LXI MANUAL,"₹ 1,62,199",Non-Accidental,1st Owner,"80,346 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
274,2014 Hyundai Elite i20 MAGNA 1.4 CRDI MANUAL,"₹ 4,37,699",Non-Accidental,1st Owner,"48,180 km",Diesel,Diesel,MANUAL,DL-7C-x-xxxx,"Valid upto Dec 2021
Third Party",-
275,2012 Maruti Swift VDI MANUAL,"₹ 3,05,699",Non-Accidental,1st Owner,"47,140 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Jan 2022
Comp",-
276,2020 Hyundai VENUE E MT 1.2 KAPPA MANUAL,"₹ 7,56,799",Non-Accidental,1st Owner,"7,177 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
277,2018 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"₹ 6,50,000",Non-Accidental,1st Owner,"15,847 km",Petrol,Petrol,UP-80-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2018,-
278,2020 Maruti Alto LXI MANUAL,"₹ 3,33,299",Non-Accidental,1st Owner,"9,641 km",Petrol,Petrol,MANUAL,UP-15-x-xxxx,"Valid upto Sep 2022
3rd Party",-
279,2014 Maruti Wagon R 1.0 LXI MANUAL,"₹ 2,77,099",Non-Accidental,1st Owner,"47,037 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
280,2017 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,18,899",Non-Accidental,1st Owner,"23,303 km",Petrol,Petrol,MANUAL,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",-
281,2017 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,19,099",Non-Accidental,2nd Owner,"26,788 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto May 2022
Zero_Dep",March 2017,-
282,2016 Maruti Alto 800 LXI MANUAL,"₹ 2,82,199",Non-Accidental,1st Owner,"21,305 km",Petrol,Petrol,MANUAL,HR-29-x-xxxx,"Valid upto Sep 2022
3rd Party",-
283,2017 Maruti Alto K10 VXI (O) AMT,"₹ 3,21,199",Non-Accidental,2nd Owner,"20,764 km",Petrol,Petrol,NA,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
284,2017 Maruti Baleno ALPHA 1.2 K12 MANUAL,"₹ 5,95,199",Non-Accidental,2nd Owner,"19,675 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Jan 2022
Third_party",-
285,2013 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 2,43,899",Non-Accidental,2nd Owner,"52,814 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto May 2022
Comp",-
286,2012 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"₹ 2,76,000",Non-Accidental,1st Owner,"52,875 km",Petrol,Petrol,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2012,-
287,2020 Maruti S PRESSO VXI PLUS MANUAL,"₹ 4,15,199",Non-Accidental,1st Owner,"17,058 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Jul 2022
Third Party",January 2020,-
288,2012 Maruti Swift Dzire ZDI MANUAL,"₹ 3,62,999",Non-Accidental,1st Owner,"52,072 km",Diesel,Diesel,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
289,2015 Maruti Swift VDI ABS MANUAL,"₹ 4,16,399",Non-Accidental,1st Owner,"44,379 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
290,2016 Volkswagen Polo GTI TSI AT AUTOMATIC,"₹ 6,23,599",Non-Accidental,2nd Owner,"26,584 km",Petrol,Petrol,AUTOMATIC,HR-26-x-xxxx,"Valid upto Mar 2022
Comp",-
291,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 3,52,999",Non-Accidental,2nd Owner,"32,744 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Apr 2022
Third_party",March 2015,-
292,2016 Maruti Ertiga VDI SHVS MANUAL,"₹ 6,20,299",Non-Accidental,1st Owner,"24,744 km",Diesel,Diesel,MANUAL,DL-5C-x-xxxx,"Valid upto Dec 2021
Comp",-
293,2012 Hyundai i10 ERA 1.1 IRDE MANUAL,"₹ 2,42,000",Non-Accidental,1st Owner,"51,833 km",Petrol + CNG,Petrol + CNG,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
294,2011 Maruti Alto LXI MANUAL,"₹ 1,25,984",Non-Accidental,2nd Owner,"64,692 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2011,-
295,2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,"₹ 6,20,000",Non-Accidental,1st Owner,"14,674 km",Petrol,Petrol,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2019,-
296,2011 Toyota Etios VX MANUAL,"₹ 3,14,199",Non-Accidental,1st Owner,"64,620 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
297,2010 Hyundai i10 MAGNA 1.2 MANUAL,"₹ 1,94,000",Non-Accidental,1st Owner,"39,070 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2010,-
298,2015 Maruti Swift VDI ABS MANUAL,"₹ 4,11,399",Non-Accidental,1st Owner,"46,856 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
299,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 3,01,799",Non-Accidental,1st Owner,"82,064 km",Diesel,Diesel,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
300,2015 Honda Brio 1.2 VX MT I VTEC MANUAL,"₹ 3,22,599",Non-Accidental,2nd Owner,"41,441 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
301,2017 Maruti Swift VDI ABS MANUAL,"₹ 4,46,899",Non-Accidental,1st Owner,"16,646 km",Diesel,Diesel,MANUAL,HR-13-x-xxxx,"Valid upto Sep 2022
3rd Party",-
302,2016 Maruti Alto K10 LXI MANUAL,"₹ 2,78,699",Non-Accidental,1st Owner,"32,519 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
303,2016 Maruti Swift Dzire VDI ABS,"₹ 4,57,799",Non-Accidental,2nd Owner,"57,851 km",Diesel,Diesel,NA,HR-90-x-xxxx,"Valid upto Sep 2022
3rd Party",-
304,2016 Hyundai Verna FLUIDIC 1.6 VTVT SX AT AUTOMATIC,"₹ 6,64,999",Non-Accidental,1st Owner,"26,264 km",Petrol,Petrol,AUTOMATIC,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
305,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹ 3,63,499",Non-Accidental,2nd Owner,"52,299 km",Petrol,Petrol,HR-51-x-xxxx,"Valid upto Feb 2022
Comp",October 2014,-
306,2019 Volkswagen Ameo Trendline 1.0 MANUAL,"₹ 5,25,000",Non-Accidental,1st Owner,"20,110 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2019,-
307,2014 Maruti Alto 800 VXI MANUAL,"₹ 2,76,199",Non-Accidental,1st Owner,"5,383 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
308,2015 Maruti Wagon R 1.0 VXI MANUAL,"₹ 3,33,299",Non-Accidental,1st Owner,"48,295 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Feb 2022
Comp",-
309,2013 Maruti Ertiga VDI ABS MANUAL,"₹ 4,72,899",Non-Accidental,1st Owner,"48,789 km",Diesel,Diesel,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
310,2013 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹ 3,49,399",Non-Accidental,1st Owner,"43,986 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
311,2012 Maruti Alto K10 LXI MANUAL,"₹ 1,56,799",Non-Accidental,1st Owner,"56,140 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
312,2011 Maruti Alto K10 LXI MANUAL,"₹ 1,62,499",Non-Accidental,1st Owner,"70,345 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
313,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹ 4,77,000",Non-Accidental,1st Owner,"33,254 km",Petrol,Petrol,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2017,-
314,2016 Maruti Swift VXI MANUAL,"₹ 4,12,000",Non-Accidental,2nd Owner,"37,149 km",Petrol + CNG,Petrol + CNG,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
315,2017 Maruti Alto K10 VXI MANUAL,"₹ 3,09,199",Non-Accidental,1st Owner,"38,602 km",Petrol,Petrol,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2017,-
316,2013 Maruti Alto 800 LXI MANUAL,"₹ 1,95,199",Non-Accidental,1st Owner,"52,685 km",Petrol,Petrol,MANUAL,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
317,2019 Maruti Celerio VXI MANUAL,"₹ 3,95,499",Non-Accidental,1st Owner,"11,873 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Feb 2022
Third Party",-
318,2019 Maruti New Wagon-R VXI 1.0 MANUAL,"₹ 4,69,399",Non-Accidental,1st Owner,"11,213 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Apr 2022
Zero_Dep",-
319,2015 Tata Nano TWIST XTA AUTOMATIC,"₹ 1,00,000",Non-Accidental,2nd Owner,"37,315 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2015,-
320,2018 Maruti Alto 800 LXI MANUAL,"₹ 2,90,799",Non-Accidental,1st Owner,"15,838 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
321,2017 Maruti Alto 800 LXI MANUAL,"₹ 2,56,799",Non-Accidental,1st Owner,"23,227 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
322,2019 Maruti Celerio ZXI MANUAL,"₹ 4,49,000",Non-Accidental,1st Owner,"7,119 km",Petrol,Petrol,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2019,-
323,2017 Maruti Baleno ALPHA 1.2 K12 MANUAL,"₹ 5,92,057",Non-Accidental,1st Owner,"22,377 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Apr 2022
Zero_Dep",October 2017,-
324,2014 Maruti Alto 800 LXI MANUAL,"₹ 2,02,399",Non-Accidental,1st Owner,"54,362 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
325,2013 Honda Amaze 1.5 SMT I DTEC MANUAL,"₹ 2,81,299",Non-Accidental,1st Owner,"56,121 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
326,2015 Honda Mobilio 1.5 S I DTEC MANUAL,"₹ 4,24,799",Non-Accidental,2nd Owner,"43,196 km",Diesel,Diesel,MANUAL,DL-13-x-xxxx,"Valid upto Apr 2022
Third_party",-
327,2017 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹ 5,46,899",Non-Accidental,1st Owner,"35,236 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2017,-
328,2020 Mahindra Bolero B6 (O) MANUAL,"₹ 8,44,699",Non-Accidental,1st Owner,"15,885 km",Diesel,Diesel,MANUAL,CH-01-x-xxxx,"Valid upto Dec 2021
Zero_Dep",-
329,2018 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,69,399",Non-Accidental,1st Owner,"23,580 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Mar 2022
Zero_Dep",February 2018,-
330,2015 Maruti Swift Dzire VXI REGALIA,"₹ 3,99,000",Non-Accidental,1st Owner,"57,447 km",Petrol,Petrol,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2015,-
331,2020 Maruti Baleno ALPHA 1.2 K12 MANUAL,"₹ 6,78,899",Non-Accidental,1st Owner,"15,096 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
332,2013 Maruti Swift VDI MANUAL,"₹ 3,04,899",Non-Accidental,1st Owner,"45,994 km",Diesel,Diesel,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
333,2013 Maruti Swift VDI MANUAL,"₹ 3,13,599",Non-Accidental,2nd Owner,"50,647 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
334,-,"₹ 3,12,799",Non-Accidental,1st Owner,"45,014 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
335,-,"₹ 2,45,000",Non-Accidental,2nd Owner,"20,439 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2013,-
336,2018 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"₹ 6,18,000",Non-Accidental,1st Owner,"4,110 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2018,-
337,2018 Maruti Alto 800 LXI MANUAL,"₹ 2,97,899",Non-Accidental,1st Owner,"28,959 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
338,2012 Maruti Swift LXI MANUAL,"₹ 2,69,499",Non-Accidental,2nd Owner,"67,752 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
339,2012 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 2,39,000",Non-Accidental,2nd Owner,"56,869 km",Petrol + CNG,Petrol + CNG,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
340,2013 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹ 3,20,699",Non-Accidental,1st Owner,"40,273 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
341,2013 Honda Amaze 1.2 EMT I VTEC MANUAL,"₹ 3,13,499",Non-Accidental,3rd Owner,"53,024 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
342,2013 Maruti Swift VDI MANUAL,"₹ 3,44,099",Non-Accidental,1st Owner,"60,133 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
343,2013 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"₹ 4,15,000",Non-Accidental,1st Owner,"59,984 km",Diesel,Diesel,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2013,-
344,2017 Maruti Alto K10 VXI MANUAL,"₹ 2,96,899",Non-Accidental,1st Owner,"34,273 km",Petrol,Petrol,MANUAL,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
345,2017 Maruti Alto K10 VXI (O) AMT MANUAL,"₹ 3,37,299",Non-Accidental,1st Owner,"35,132 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Mar 2022
Zero_Dep",-
346,2014 Maruti Swift VDI ABS MANUAL,"₹ 3,71,899",Non-Accidental,1st Owner,"60,901 km",Diesel,Diesel,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2014,-
347,2018 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,44,499",Non-Accidental,1st Owner,"19,440 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
348,2018 Maruti Dzire VDI MANUAL,"₹ 5,97,099",Non-Accidental,1st Owner,"29,959 km",Diesel,Diesel,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
349,2010 Honda City S MT PETROL MANUAL,"₹ 3,52,199",Non-Accidental,1st Owner,"35,578 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
350,2011 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 2,50,000",Non-Accidental,2nd Owner,"18,834 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2011,-
351,2013 Hyundai Verna FLUIDIC 1.6 EX VTVT MANUAL,"₹ 4,19,000",Non-Accidental,2nd Owner,"52,981 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2013,-
352,2019 Maruti Swift VXI MANUAL,"₹ 6,07,499",Non-Accidental,1st Owner,"14,959 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Mar 2022
Comp",February 2019,-
353,2018 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,60,199",Non-Accidental,1st Owner,"25,937 km",Petrol,Petrol,HR-87-x-xxxx,"Valid upto Dec 2021
Comp",October 2018,-
354,2015 Maruti Swift VDI ABS MANUAL,"₹ 4,20,699",Non-Accidental,1st Owner,"37,481 km",Diesel,Diesel,HR-10-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2015,-
355,2016 Maruti Wagon R 1.0 VXI MANUAL,"₹ 3,37,000",Non-Accidental,1st Owner,"45,321 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2016,-
356,2018 Tata Tiago XZA 1.2 REVOTRON AUTOMATIC,"₹ 4,26,899",Non-Accidental,1st Owner,"62,440 km",Petrol,Petrol,AUTOMATIC,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
357,2016 Maruti Wagon R 1.0 VXI MANUAL,"₹ 3,24,000",Non-Accidental,1st Owner,"38,766 km",Petrol,Petrol,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
358,2015 Hyundai Eon ERA PLUS MANUAL,"₹ 2,04,199",Non-Accidental,2nd Owner,"45,715 km",Petrol,Petrol,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
359,2012 Honda Brio 1.2 V MT I VTEC MANUAL,"₹ 2,30,099",Non-Accidental,1st Owner,"58,581 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
360,2008 Maruti Wagon R LXI MINOR MANUAL,"₹ 1,26,799",Non-Accidental,1st Owner,"56,724 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
361,2017 Datsun Redi Go T (O) MANUAL,"₹ 2,44,199",Non-Accidental,1st Owner,"27,979 km",Petrol,Petrol,MANUAL,HR-30-x-xxxx,"Valid upto Sep 2022
3rd Party",-
362,2016 Maruti Alto 800 VXI MANUAL,"₹ 2,63,999",Non-Accidental,1st Owner,"34,587 km",Petrol,Petrol,MANUAL,HR-01-x-xxxx,"Valid upto Jun 2022
Zero_Dep",-
363,2020 Maruti Swift LXI MANUAL,"₹ 5,65,000",Non-Accidental,1st Owner,"6,648 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2020,-
364,2015 Hyundai Xcent 1.2 S VTVT,"₹ 3,82,000",Non-Accidental,1st Owner,"36,571 km",Petrol,Petrol,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2015,-
365,2016 Maruti Wagon R 1.0 VXI MANUAL,"₹ 3,37,000",Non-Accidental,1st Owner,"45,306 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
366,2015 Maruti Ertiga VXI MANUAL,"₹ 5,33,199",Non-Accidental,1st Owner,"54,313 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2015,-
367,2012 Honda City V MT PETROL MANUAL,"₹ 4,10,000",Non-Accidental,1st Owner,"58,659 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2012,-
368,2014 Maruti Swift ZXI MANUAL,"₹ 4,05,000",Non-Accidental,1st Owner,"51,842 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2014,-
369,2009 Maruti Alto LXI MANUAL,"₹ 1,38,899",Non-Accidental,1st Owner,"31,579 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
370,2017 Hyundai Grand i10 ASTA 1.2 VTVT MANUAL,"₹ 4,75,000",Non-Accidental,2nd Owner,"39,817 km",Petrol,Petrol,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2017,-
371,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 4,26,399",Non-Accidental,1st Owner,"15,673 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
372,2018 Maruti Alto 800 LXI MANUAL,"₹ 3,41,000",Non-Accidental,1st Owner,"13,079 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2018,-
373,2019 Renault TRIBER RXE MT PETROL MANUAL,"₹ 4,29,000",Non-Accidental,1st Owner,"46,068 km",Petrol,Petrol,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2019,-
374,2017 Maruti Swift VDI ABS MANUAL,"₹ 4,36,599",Non-Accidental,1st Owner,"68,792 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
375,2012 Toyota Etios Liva GD MANUAL,"₹ 3,03,199",Non-Accidental,1st Owner,"61,443 km",Diesel,Diesel,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2012,-
376,2010 Maruti Ritz LXI MANUAL,"₹ 1,67,599",Non-Accidental,2nd Owner,"59,370 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
377,2016 Maruti Baleno DELTA DDIS 190 MANUAL,"₹ 5,12,299",Non-Accidental,1st Owner,"33,001 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2016,-
378,2017 Renault Kwid RXL MANUAL,"₹ 2,25,000",Non-Accidental,1st Owner,"37,380 km",Petrol,Petrol,HR-79-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2017,-
379,2018 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,40,699",Non-Accidental,1st Owner,"31,514 km",Petrol,Petrol,MANUAL,HR-27-x-xxxx,"Valid upto Jun 2022
Zero_Dep",-
380,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 4,15,499",Non-Accidental,1st Owner,"50,787 km",Petrol + CNG,Petrol + CNG,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
381,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 3,45,000",Non-Accidental,1st Owner,"35,650 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2015,-
